flight_id,date,airline,aircraft_type,tail_number,origin,destination,distance_km,duration_min,delay_min,maintenance_flag,cruise_altitude_ft,cruise_speed_kts,fuel_burn_kg,co2_kg,load_factor,passengers,safety_incidents,lat,lon
FL100148,2025-08-22,RoyalMaghreb,A320,CN-131,CMN,IST,1800.7,161,0,0,30177,411,4254.5,13444.2,0.89,141,0,36.48137719612388,7.31837796122028
FL100149,2025-08-19,MoroccoFly,A321,CN-256,CMN,MAD,875.5,82,14,1,30041,510,2323.2,7341.3,0.58,245,0,37.86929973454225,-5.21999915089739
FL100150,2025-09-07,MoroccoFly,A321,CN-217,IST,MAD,2284.3,202,0,0,38180,587,5253.9,16602.3,0.76,266,0,41.13683519348481,19.27490319048888
FL100151,2025-02-10,SaharaJet,A321,CN-362,IST,MAD,1424.3,156,18,0,32424,506,3235.0,10222.6,0.71,215,0,41.09211890485172,18.678061861240902
FL100152,2025-01-28,SkyEagle,A321,CN-938,RAK,IST,2310.5,242,14,1,35796,420,5881.9,18586.8,0.95,200,0,31.805693491616694,-8.12074755565035
FL100153,2025-05-15,MoroccoFly,A330,CN-126,RAK,MAD,1914.9,173,19,1,31833,502,4354.0,13758.6,0.87,276,0,34.799013783008924,-6.244532115181437
FL100154,2025-07-20,SkyEagle,B787,CN-832,LHR,AGA,933.7,105,0,0,33475,442,2555.8,8076.3,0.92,230,0,46.87620855647514,-1.7223705095961153
FL100155,2025-03-13,MoroccoFly,A320,CN-813,AGA,CMN,1636.2,152,27,0,32773,429,4346.0,13733.4,0.75,193,0,31.256999566013636,-8.50110072537867
FL100156,2025-01-12,SkyEagle,E190,CN-679,RAK,IST,1602.8,169,33,0,35122,399,3826.5,12091.7,0.7,205,0,32.742067139452054,-4.253884261117506
FL100157,2025-06-11,AtlasAir,A330,CN-479,LHR,MAD,2267.4,218,0,0,36614,447,5812.0,18365.9,0.73,273,0,43.10110684826578,-2.8494955861399545
FL100158,2025-02-02,AtlasAir,B787,CN-969,MAD,CMN,2203.7,259,32,0,35305,527,5385.1,17016.9,0.9,199,1,34.655152911710694,-6.770433449633572
FL100159,2025-02-17,EuroWings+,B737,CN-470,RAK,ORY,435.9,47,0,0,32770,410,1106.7,3497.2,0.81,209,0,48.00707929612329,2.00896150186844
FL100160,2025-09-04,RoyalMaghreb,B737,CN-280,TNG,ORY,1043.9,118,2,0,38844,477,2719.2,8592.7,0.85,148,0,40.42065148792921,-2.441992241915883
FL100161,2025-05-31,RoyalMaghreb,B787,CN-927,ORY,MAD,2183.1,238,12,0,35990,480,4897.9,15477.4,0.75,302,0,40.33699146561306,-3.2554980922327106
FL100162,2025-03-03,SaharaJet,B737,CN-945,IST,AGA,3014.2,362,18,0,34458,518,7784.4,24598.7,0.77,157,0,36.522527042191335,11.853642435033453
FL100163,2025-08-04,RoyalMaghreb,B787,CN-972,ORY,TNG,1828.8,202,26,0,32850,457,4820.0,15231.2,0.85,240,0,47.163457779025975,0.9808541260291033
FL100164,2025-02-06,MoroccoFly,A320,CN-349,ORY,AGA,2231.9,209,0,0,39452,467,5689.5,17978.8,0.87,153,0,36.84338512967758,-5.426591218326068
FL100165,2025-04-09,EuroWings+,B787,CN-129,LHR,TNG,2081.7,248,35,0,34940,425,5545.1,17522.5,0.79,220,0,36.79891921424091,-5.080938965604234
FL100166,2025-06-21,EuroWings+,A330,CN-317,TNG,ORY,2651.8,227,2,1,29400,500,7295.8,23054.7,0.85,192,0,44.04771575062491,-0.6486044773172749
FL100167,2025-04-14,SkyEagle,A330,CN-710,MAD,TNG,884.2,108,18,0,35641,440,2120.2,6699.8,0.83,257,0,38.20466822533363,-4.896240522107738
FL100168,2025-08-02,RoyalMaghreb,A330,CN-295,CMN,MAD,1260.7,108,0,1,34432,496,3462.3,10940.9,0.79,135,0,37.40208710685213,-5.5159610128252705
FL100169,2025-08-07,AtlasAir,A321,CN-668,LHR,AGA,1580.3,190,29,0,35033,485,3929.5,12417.2,0.85,252,0,37.007511006351734,-6.310533199552845
FL100170,2025-02-04,MoroccoFly,E190,CN-828,IST,MAD,732.8,75,25,0,36043,425,1612.3,5094.9,0.88,163,0,40.27396307859261,-2.9981079362581595
FL100171,2025-07-12,EuroWings+,B737,CN-401,CMN,RAK,1182.0,147,0,0,38652,491,3302.5,10435.9,0.68,139,0,31.973537602253945,-7.769338419386227
FL100172,2025-08-15,MoroccoFly,B737,CN-779,AGA,TNG,2270.0,202,11,1,33207,521,5932.6,18747.0,0.77,166,0,34.30077157923018,-7.103987629538501
FL100173,2025-04-11,SaharaJet,A330,CN-643,IST,ORY,2141.1,262,20,0,30234,489,5781.1,18268.3,0.79,247,0,45.2401671341169,15.271362853559115
FL100174,2025-06-24,SkyEagle,B737,CN-819,MAD,TNG,2120.7,195,40,0,35690,474,5747.7,18162.7,0.79,180,0,39.15598977350024,-4.387469927227667
FL100175,2025-07-25,EuroWings+,A330,CN-336,ORY,TNG,2434.9,237,41,1,27826,446,5634.7,17805.7,0.88,265,0,47.940514190816025,2.0632791195280626
FL100176,2025-05-11,AtlasAir,E190,CN-222,AGA,TNG,2334.2,229,32,1,35021,416,6309.2,19937.1,0.8,248,0,33.011750845573886,-7.564687447722628
FL100177,2025-01-01,RoyalMaghreb,B787,CN-321,TNG,RAK,1129.7,98,0,0,33051,488,2979.5,9415.2,0.92,247,0,35.56603095973931,-5.899648521266498
FL100178,2025-01-05,RoyalMaghreb,B737,CN-703,ORY,LHR,734.3,79,28,0,30432,505,1992.0,6294.7,0.77,155,0,50.05219557575362,1.3724169883357076
FL100179,2025-08-06,SaharaJet,B787,CN-952,ORY,CMN,1540.7,162,13,1,39161,507,4071.3,12865.3,0.79,200,0,46.87751038189001,1.0816581725342884
FL100180,2025-09-04,MoroccoFly,A330,CN-283,AGA,TNG,2006.3,242,16,0,34308,403,5450.1,17222.3,0.77,291,0,32.2243076768635,-8.221802945741764
FL100181,2025-05-22,SkyEagle,A320,CN-146,TNG,AGA,751.5,82,14,0,35262,469,1693.9,5352.7,0.78,151,0,31.968137293475536,-7.8483811332946765
FL100182,2025-04-13,AtlasAir,B787,CN-229,ORY,LHR,2286.8,211,0,0,31632,404,5987.8,18921.4,0.8,248,0,50.389750405802985,0.9011972688347938
FL100183,2025-01-27,RoyalMaghreb,B737,CN-112,RAK,IST,1826.3,202,11,0,34670,474,5091.4,16088.8,0.87,129,1,32.58344921470454,-4.34115124553572
FL100184,2025-05-17,SaharaJet,A330,CN-551,IST,AGA,1935.2,165,8,0,33689,369,5237.4,16550.2,0.82,237,0,34.529247013664516,4.118968476849127
FL100185,2025-07-26,SkyEagle,A321,CN-982,CMN,AGA,2015.5,250,32,0,32904,406,4783.4,15115.5,0.81,218,0,31.347502755136187,-8.62419327668916
FL100186,2025-01-15,EuroWings+,A320,CN-603,RAK,ORY,2099.8,178,29,0,36446,388,5711.5,18048.3,0.83,211,0,38.00516707416892,-3.94095875675984
FL100187,2025-03-31,AtlasAir,B787,CN-252,CMN,TNG,769.3,81,25,0,38320,482,1937.2,6121.6,0.71,260,0,34.97413719269009,-7.104405465316062
FL100188,2025-02-11,SaharaJet,A330,CN-221,RAK,TNG,1470.3,150,39,0,35076,354,3292.4,10404.0,0.88,239,0,35.28116306042922,-6.721619214215245
FL100189,2025-05-04,SaharaJet,B737,CN-635,AGA,IST,1380.5,159,5,0,36628,398,3889.0,12289.2,0.87,189,0,33.16180632351276,1.3732527731729096
FL100190,2025-07-24,EuroWings+,B737,CN-980,IST,TNG,3569.5,378,49,0,36445,477,8621.9,27245.2,0.73,119,0,36.372165117713244,-4.518291893156736
FL100191,2025-06-28,SaharaJet,B737,CN-735,ORY,MAD,959.6,83,18,0,35524,458,2613.8,8259.6,0.98,126,0,43.33163808977547,-1.8977944623302747
FL100192,2025-03-04,AtlasAir,B787,CN-312,RAK,IST,1549.6,178,10,0,37927,495,3967.6,12537.6,0.8,252,0,32.655566943725404,-4.620038144841597
FL100193,2025-04-06,RoyalMaghreb,A321,CN-183,ORY,LHR,949.4,115,32,0,32789,415,2726.7,8616.4,0.9,302,0,50.46277095324411,1.2807846955702713
FL100194,2025-08-19,MoroccoFly,A321,CN-176,TNG,MAD,1279.0,127,31,0,35983,496,3290.6,10398.3,0.84,212,0,37.457093278266726,-5.364227854934473
FL100195,2025-08-29,MoroccoFly,A320,CN-805,LHR,AGA,1516.3,130,0,0,26945,462,3355.1,10602.1,0.98,126,0,36.99307511963201,-6.096026895384856
FL100196,2025-02-21,SaharaJet,B737,CN-337,ORY,CMN,2023.3,177,27,0,38289,418,5090.3,16085.3,0.85,151,0,41.50736524768918,-2.478747249864452
FL100197,2025-04-06,SkyEagle,E190,CN-980,ORY,LHR,1634.6,160,41,1,35574,422,3680.9,11631.6,0.92,225,0,50.89929495965267,-0.26040220246494955
FL100198,2025-05-12,EuroWings+,A320,CN-906,AGA,TNG,1418.8,149,0,0,33185,339,3839.1,12131.6,0.92,189,0,31.438131279226894,-8.019050562960844
FL100199,2025-08-10,RoyalMaghreb,B787,CN-217,AGA,ORY,1961.1,237,55,0,39189,470,5346.5,16894.9,0.83,282,0,43.094167533519084,-1.2891045134083132
FL100200,2025-08-17,SaharaJet,A321,CN-946,TNG,AGA,1534.2,132,6,0,35591,465,4016.5,12692.1,0.88,249,0,32.28306577352948,-8.493002668822779
FL100201,2025-05-31,MoroccoFly,A320,CN-911,CMN,TNG,1207.3,137,41,0,32725,415,3015.1,9527.7,0.82,187,0,33.27678010269316,-7.005156614367143
FL100202,2025-08-19,SkyEagle,B787,CN-227,ORY,AGA,2106.5,188,43,0,31724,494,6018.9,19019.7,0.71,273,0,44.90658065919707,0.3382541433637556
FL100203,2025-08-25,EuroWings+,E190,CN-512,ORY,LHR,884.4,83,33,0,37137,487,2062.0,6515.9,0.84,223,0,50.01572039425198,0.6848196668322182
FL100204,2025-05-23,SkyEagle,B787,CN-182,IST,AGA,1857.2,199,11,0,34011,486,5257.1,16612.4,0.78,259,0,40.87325604022207,25.932466741242525
FL100205,2025-06-20,SaharaJet,A320,CN-430,LHR,MAD,2021.2,168,25,0,34707,424,4630.6,14632.7,0.82,155,0,45.56778801234677,-2.6068060753201046
FL100206,2025-01-29,SaharaJet,A330,CN-334,CMN,RAK,2173.2,196,51,0,36160,504,5638.2,17816.7,0.9,249,0,32.8753102961467,-7.996795494216862
FL100207,2025-02-05,RoyalMaghreb,B787,CN-788,CMN,IST,987.6,95,4,1,34380,478,2537.5,8018.5,0.87,266,0,34.37481230075906,-5.803200589077047
FL100208,2025-01-13,SkyEagle,B787,CN-874,CMN,IST,1164.7,98,55,0,40887,450,3130.6,9892.7,0.72,266,0,38.02504975125612,15.627141152990525
FL100209,2025-06-09,MoroccoFly,B737,CN-285,IST,TNG,1561.4,146,63,0,36569,516,4199.7,13271.1,0.85,173,1,37.5358888113714,10.07809745785138
FL100210,2025-03-12,SaharaJet,B737,CN-581,IST,CMN,1944.8,213,0,1,40266,528,4761.7,15047.0,0.76,155,0,34.40653902808737,-3.0254933030267157
FL100211,2025-07-06,SkyEagle,B737,CN-786,MAD,TNG,2057.3,178,9,0,32313,499,5681.9,17954.8,0.84,184,1,38.11066144331557,-4.7153488992724455
FL100212,2025-08-31,AtlasAir,A321,CN-810,MAD,AGA,1676.5,202,0,0,34469,372,4003.4,12650.7,0.68,226,0,36.85715580095999,-5.698491719996547
FL100213,2025-03-27,EuroWings+,A330,CN-878,LHR,IST,1571.1,166,3,0,33861,466,3833.2,12112.9,0.82,214,0,45.60988071939345,16.085471833737472
FL100214,2025-01-28,SaharaJet,A320,CN-422,IST,CMN,1910.3,222,85,0,34713,361,4312.7,13628.1,0.67,148,0,40.454820139416114,25.975279059147173
FL100215,2025-03-07,SkyEagle,A330,CN-513,RAK,IST,2125.1,199,59,0,33757,490,5475.6,17302.9,0.8,265,0,36.31548058542752,10.47395721337739
FL100216,2025-06-19,SaharaJet,A320,CN-155,IST,AGA,2548.1,269,16,0,29888,403,6415.7,20273.6,0.78,170,0,30.934550502728783,-7.937004792434832
FL100217,2025-02-14,MoroccoFly,B787,CN-874,MAD,ORY,1589.3,150,85,0,28709,493,4232.5,13374.7,0.84,207,0,42.58894919986574,-2.0673412874287544
FL100218,2025-03-03,EuroWings+,E190,CN-152,IST,LHR,1471.0,125,38,1,31685,461,3622.0,11445.5,0.78,275,0,47.065375087619834,12.626435380549088
FL100219,2025-07-04,MoroccoFly,A330,CN-548,TNG,AGA,2112.0,237,0,0,33918,476,5035.6,15912.5,0.86,276,0,34.27944073804902,-6.623877520626668
FL100220,2025-09-02,RoyalMaghreb,B737,CN-745,RAK,CMN,1781.4,152,0,0,32190,416,4216.0,13322.6,0.81,186,0,32.93254652187799,-8.060809429926685
FL100221,2025-05-14,SaharaJet,A321,CN-664,TNG,AGA,2963.5,246,0,0,38514,431,6873.9,21721.5,0.83,176,0,30.960379568081795,-7.922688396594164
FL100222,2025-01-28,AtlasAir,B787,CN-330,LHR,CMN,549.5,48,61,0,34863,428,1300.3,4108.9,0.84,213,0,48.6956584464683,-1.8384111244969359
FL100223,2025-01-28,AtlasAir,B737,CN-952,RAK,LHR,2657.5,312,2,0,37262,394,6898.9,21800.5,0.81,180,0,32.01680758691477,-7.502301573991497
FL100224,2025-04-18,MoroccoFly,B737,CN-822,ORY,MAD,1368.7,145,36,0,35275,462,3905.2,12340.4,0.88,116,0,46.202568162238414,0.6531115259011416
FL100225,2025-02-13,SkyEagle,B737,CN-349,IST,AGA,1222.4,103,0,0,37973,501,3222.1,10181.8,0.77,153,0,38.704627204237894,18.64171876288829
FL100226,2025-03-25,EuroWings+,B787,CN-295,TNG,ORY,2184.3,264,13,0,35972,392,5035.5,15912.2,0.82,254,0,39.55526529710314,-3.982227870979286
FL100227,2025-01-30,SaharaJet,B787,CN-171,TNG,IST,2294.8,222,38,1,36698,484,5138.0,16236.1,0.74,292,0,40.96235913148463,24.410020446737875
FL100228,2025-07-09,SkyEagle,B737,CN-619,MAD,IST,1305.3,149,2,0,38669,437,2981.2,9420.6,0.84,211,0,41.09469395805525,11.871213078216028
FL100229,2025-03-16,SkyEagle,A320,CN-405,ORY,LHR,1074.6,126,12,0,34168,485,2915.4,9212.7,0.86,165,0,50.49934229546958,0.8604277766870967
FL100230,2025-05-08,SaharaJet,B787,CN-252,IST,LHR,807.1,100,0,0,34631,454,2101.4,6640.4,0.74,237,1,43.496953624988535,22.269842183974124
FL100231,2025-09-07,EuroWings+,B787,CN-440,IST,TNG,2054.0,244,70,0,29767,479,5867.9,18542.6,0.67,214,0,40.844247062133185,27.479520501571876
FL100232,2025-09-04,SaharaJet,B787,CN-429,LHR,AGA,2133.9,236,0,0,38248,426,5920.6,18709.1,0.65,230,0,34.10974770975642,-7.863536321058144
FL100233,2025-04-02,MoroccoFly,E190,CN-492,AGA,MAD,1759.0,177,0,0,33333,384,4865.3,15374.3,0.79,274,0,33.45962975860336,-7.503414364597231
FL100234,2025-08-05,MoroccoFly,B737,CN-862,CMN,AGA,1494.1,150,18,0,36360,400,4302.8,13596.8,0.96,174,0,32.176749994361785,-8.623376447687505
FL100235,2025-08-19,EuroWings+,E190,CN-779,LHR,AGA,1907.9,229,30,0,28444,507,5310.7,16781.8,0.85,275,0,45.984347768013485,-2.97693356160748
FL100236,2025-07-09,RoyalMaghreb,A321,CN-229,IST,CMN,2841.0,267,0,0,31393,430,6562.0,20735.9,0.72,231,0,36.867963886026914,8.030865671175578
FL100237,2025-08-13,SaharaJet,B787,CN-202,MAD,IST,2012.1,171,11,1,39111,521,4994.6,15782.9,0.84,288,0,41.042414322233675,10.445502002202575
FL100238,2025-05-09,EuroWings+,A320,CN-839,IST,CMN,1940.4,190,11,0,29098,394,5511.8,17417.3,0.87,145,0,37.40453045237993,9.534659837077287
FL100239,2025-05-01,MoroccoFly,B737,CN-580,TNG,CMN,1664.6,183,15,0,39522,415,4065.1,12845.7,0.9,177,0,34.57057138596408,-6.329708397335118
FL100240,2025-01-27,SkyEagle,A330,CN-182,LHR,MAD,2789.7,259,44,0,31120,478,6737.2,21289.6,0.64,277,0,50.038906303483664,-1.1281105148362753
FL100241,2025-07-09,SkyEagle,E190,CN-741,LHR,TNG,1295.7,160,12,0,31601,467,3062.6,9677.8,0.86,229,0,44.29095732348191,-2.3510658438646814
FL100242,2025-05-01,RoyalMaghreb,B737,CN-170,CMN,MAD,1843.6,229,7,0,34732,448,4815.2,15216.0,0.85,157,0,35.01713994879837,-6.200460528550605
FL100243,2025-04-26,MoroccoFly,E190,CN-864,ORY,RAK,1655.0,162,37,0,38630,436,4574.2,14454.5,0.76,218,0,32.76502887044656,-7.580343493152207
FL100244,2025-07-24,AtlasAir,B737,CN-748,RAK,IST,2305.2,276,8,0,26279,431,5611.0,17730.8,0.87,88,0,37.311137632265094,13.215031691039556
FL100245,2025-08-21,RoyalMaghreb,A320,CN-810,IST,RAK,1696.8,187,13,0,40094,406,3800.4,12009.3,0.81,147,0,38.99785168431992,21.860585300296638
FL100246,2025-01-03,SkyEagle,A320,CN-915,CMN,AGA,1198.7,124,0,0,37925,475,3201.8,10117.7,0.79,195,0,31.542712943222647,-9.277781304006586
FL100247,2025-04-13,AtlasAir,A330,CN-541,MAD,TNG,1574.0,131,12,0,36815,505,4099.4,12954.1,0.79,261,0,37.072496704105426,-5.584147716996744
FL100248,2025-07-17,MoroccoFly,A321,CN-798,LHR,ORY,2227.6,195,0,0,35555,471,6184.5,19543.0,0.94,248,0,49.42118880600351,1.647470650080267
FL100249,2025-07-19,MoroccoFly,A321,CN-724,TNG,CMN,2151.8,255,8,0,33640,494,5752.9,18179.2,0.95,285,0,33.87241060461587,-7.0366952656891515
FL100250,2025-06-04,EuroWings+,B787,CN-697,AGA,ORY,1358.8,126,36,0,39111,484,3197.4,10103.8,0.91,249,0,43.74628451821953,-1.3900811662564831
FL100251,2025-05-17,MoroccoFly,A321,CN-360,IST,MAD,1674.6,169,31,0,34443,433,3716.7,11744.8,0.73,297,0,41.42489374475366,22.72393008302736
FL100252,2025-03-03,EuroWings+,A330,CN-576,CMN,IST,1910.8,186,41,0,29994,502,5430.7,17161.0,0.73,231,0,36.253347661283705,3.141774313936699
FL100253,2025-06-14,SkyEagle,E190,CN-552,TNG,CMN,1866.8,174,21,0,34653,462,4108.3,12982.2,0.75,218,0,34.16028772061959,-6.963171939911795
FL100254,2025-08-13,SkyEagle,B787,CN-534,ORY,LHR,1257.2,117,47,0,32365,431,2849.0,9002.8,0.76,248,0,50.61221090400615,0.39682188043851085
FL100255,2025-02-20,RoyalMaghreb,A330,CN-409,IST,LHR,1021.5,126,0,0,36825,588,2308.1,7293.6,0.65,266,0,45.13004336572524,17.329128834912627
FL100256,2025-08-22,MoroccoFly,B737,CN-342,IST,CMN,1423.4,163,10,1,39255,325,4001.8,12645.7,0.78,190,0,38.443626876305494,14.45364519338523
FL100257,2025-06-21,EuroWings+,B787,CN-402,MAD,ORY,1324.6,125,8,0,40196,485,3563.8,11261.6,0.86,250,0,46.142996850101206,0.9118684094932508
FL100258,2025-06-01,RoyalMaghreb,A330,CN-774,CMN,IST,3051.6,267,0,0,34838,400,7964.4,25167.5,0.75,242,0,34.55420685965635,-3.073787162555122
FL100259,2025-07-26,EuroWings+,A330,CN-985,CMN,MAD,2194.4,194,0,0,40912,449,5215.3,16480.3,0.89,193,0,39.59872172238021,-4.154374136773448
FL100260,2025-02-28,RoyalMaghreb,E190,CN-863,CMN,MAD,2639.8,267,0,0,36508,539,6470.1,20445.5,0.79,235,0,38.722875931443056,-5.113431670635821
FL100261,2025-04-28,EuroWings+,A330,CN-921,AGA,MAD,2655.5,270,3,0,35654,401,7644.0,24155.0,0.77,235,0,35.596240117148035,-6.74615254684069
FL100262,2025-06-09,SkyEagle,A321,CN-356,AGA,MAD,1108.0,130,0,0,29618,382,2949.3,9319.8,0.98,216,0,38.633771548295115,-4.497687978789913
FL100263,2025-04-06,RoyalMaghreb,E190,CN-199,TNG,LHR,3266.7,316,4,0,32499,431,8082.7,25541.3,0.86,218,0,37.29841627796692,-5.239816585049626
FL100264,2025-08-04,RoyalMaghreb,E190,CN-907,CMN,AGA,1927.5,205,43,0,32551,453,5004.1,15813.0,0.8,264,0,32.86448760302296,-8.19611369099142
FL100265,2025-08-21,EuroWings+,A320,CN-234,MAD,LHR,1346.2,114,22,0,38607,465,3037.2,9597.6,0.98,147,0,49.14728604697582,-1.1566053720787415
FL100266,2025-06-29,AtlasAir,A330,CN-525,MAD,LHR,2061.6,199,0,1,34332,552,5703.9,18024.3,0.77,265,0,44.930238424917995,-1.7355994899771119
FL100267,2025-04-23,MoroccoFly,A321,CN-652,TNG,IST,1879.0,161,3,0,34119,377,4197.4,13263.8,0.85,252,0,37.75653017945068,6.73661733170492
FL100268,2025-03-03,SkyEagle,B787,CN-268,ORY,IST,2066.5,185,45,0,36566,445,5329.1,16840.0,0.71,255,0,44.87751205034737,17.614731231442867
FL100269,2025-08-29,SkyEagle,B737,CN-991,ORY,LHR,873.4,81,21,0,31351,439,2034.2,6428.1,0.78,122,0,48.93708463719927,1.8680643337897131
FL100270,2025-07-05,SkyEagle,A320,CN-244,IST,CMN,2453.3,285,8,0,40087,544,6905.0,21819.8,0.86,162,0,41.11784687648109,25.360133319586847
FL100271,2025-02-21,MoroccoFly,E190,CN-923,LHR,IST,1507.2,181,38,0,30087,455,3693.7,11672.1,0.9,176,0,51.773324559786715,0.08386267957379923
FL100272,2025-01-12,SaharaJet,A330,CN-504,RAK,IST,1618.7,167,0,0,31968,424,3672.6,11605.4,0.83,255,0,34.23308304610126,3.3924037823819777
FL100273,2025-02-08,AtlasAir,A330,CN-477,RAK,ORY,2172.4,213,44,0,32307,384,5969.2,18862.7,0.82,241,0,38.538928526807275,-3.8952728359755726
FL100274,2025-05-10,RoyalMaghreb,E190,CN-490,ORY,MAD,2100.1,224,4,0,40136,362,5844.3,18468.0,0.85,248,0,42.93806533185162,-2.052506742144467
FL100275,2025-05-11,RoyalMaghreb,A330,CN-339,RAK,LHR,474.0,47,45,1,36195,408,1174.1,3710.2,0.77,204,0,40.66721355534421,-4.683502116268377
FL100276,2025-04-23,EuroWings+,A320,CN-326,MAD,ORY,2698.5,312,64,0,41287,529,6333.5,20013.9,0.92,141,0,42.81152976608125,-1.4758463804375133
FL100277,2025-04-11,RoyalMaghreb,A320,CN-409,IST,MAD,2194.2,210,38,0,33805,419,5470.9,17288.0,0.85,235,0,40.703182116274206,28.523498959875695
FL100278,2025-04-23,RoyalMaghreb,B737,CN-146,RAK,TNG,2184.3,251,21,0,35698,412,5647.3,17845.5,0.87,84,0,32.69649522839558,-7.564830764935004
FL100279,2025-07-03,AtlasAir,A330,CN-199,IST,CMN,2551.9,262,27,0,35433,491,5937.0,18760.9,0.75,220,0,39.47925556226723,18.008807537409474
FL100280,2025-03-22,MoroccoFly,B787,CN-564,TNG,ORY,2952.2,354,0,0,35213,385,6937.1,21921.2,0.76,193,0,36.30813399444731,-5.447125843707877
FL100281,2025-07-06,SkyEagle,E190,CN-860,LHR,ORY,1735.6,169,42,0,36439,459,5029.5,15893.2,0.74,270,0,51.43564840293876,-0.3830655724518661
FL100282,2025-04-23,RoyalMaghreb,A321,CN-201,LHR,MAD,1305.6,152,0,0,41149,450,3090.9,9767.2,0.88,263,0,47.121304680402936,-1.673823964122255
FL100283,2025-01-02,EuroWings+,B787,CN-133,LHR,TNG,2402.6,217,0,0,34714,470,5505.6,17397.7,0.92,266,0,47.62057765179919,-1.5699829524123796
FL100284,2025-05-10,RoyalMaghreb,A330,CN-555,AGA,ORY,2938.7,267,0,0,30371,418,6873.7,21720.9,0.83,242,0,43.6947986779997,-0.9007368268650409
FL100285,2025-08-08,MoroccoFly,A330,CN-476,RAK,LHR,1786.2,211,0,0,37970,420,5024.3,15876.8,0.88,227,0,46.92867043493926,-2.486412599022532
FL100286,2025-02-23,SaharaJet,E190,CN-507,MAD,CMN,1889.6,202,27,0,35481,560,4315.8,13637.9,0.9,221,0,39.45805470233024,-4.011771860884119
FL100287,2025-03-28,SkyEagle,A321,CN-943,RAK,IST,2521.8,224,37,1,37450,428,5780.5,18266.4,0.9,266,0,34.02318849229733,1.265269289404151
FL100288,2025-08-17,EuroWings+,A320,CN-754,AGA,LHR,1843.9,186,14,0,31641,430,5136.3,16230.7,0.71,166,0,40.874440077233736,-4.145704558035927
FL100289,2025-08-12,SaharaJet,A320,CN-441,CMN,IST,2027.3,187,27,0,36419,496,5449.2,17219.5,0.89,150,0,34.53609245592394,-3.5659131574342475
FL100290,2025-08-13,MoroccoFly,A321,CN-949,AGA,CMN,2439.1,268,54,0,34578,465,6690.1,21140.7,0.74,230,0,31.962627598037663,-8.354257862383617
FL100291,2025-05-09,SaharaJet,A321,CN-990,AGA,IST,979.0,97,0,0,35045,502,2501.9,7906.0,0.81,236,0,36.344101150345644,12.767250750366086
FL100292,2025-05-27,MoroccoFly,A330,CN-710,TNG,IST,1426.8,126,32,0,31400,334,3395.2,10728.8,0.83,289,0,39.024258638241385,14.747859416656508
FL100293,2025-05-06,AtlasAir,A330,CN-653,TNG,RAK,1663.0,202,33,0,30772,429,3658.9,11562.1,0.76,255,0,35.54487199458673,-6.009763564241722
FL100294,2025-05-10,SkyEagle,A321,CN-987,RAK,LHR,1202.9,119,13,0,39286,376,3251.6,10275.1,0.81,226,0,38.956402682435005,-5.630602459115225
FL100295,2025-02-22,AtlasAir,A321,CN-908,CMN,AGA,2483.0,216,18,0,34362,525,7181.4,22693.2,0.85,239,0,32.678848095497536,-8.037722171023805
FL100296,2025-06-21,MoroccoFly,B787,CN-278,MAD,CMN,1214.8,151,50,0,36994,422,2959.4,9351.7,0.73,216,0,40.05837100071672,-4.233255203779347
FL100297,2025-08-06,SkyEagle,A320,CN-531,TNG,LHR,1404.6,147,0,0,34952,495,3414.7,10790.5,0.81,150,0,40.910320446897984,-4.331841513843008
